cand_provenance_gender,cand_age_bucket,cand_domicile_province,cand_education,job_contract_type,job_sector,job_work_province,hired
South Male,15-24,CO,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,VA ,Not Hired
South Female,25-34,VA,Unknown,Ricerca e selezione,Manutenzione / Riparazione,RM ,Not Hired
South Female,45-54,MO,Unknown,Ricerca e selezione,Impiegati,VA ,Not Hired
South Female,45-54,MN,Unknown,Lavoro subordinato,Operai Specializzati,VR ,Not Hired
South Male,25-34,BS,Unknown,Lavoro subordinato,Operai Generici,RM ,Not Hired
South Female,55-74,VR,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MN ,Not Hired
South Female,25-34,PD,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MI ,Not Hired
South Female,55-74,PD,Other,Ricerca e selezione,Finanza / Contabilità,GO ,Not Hired
North Male,25-34,CH,Unknown,Lavoro subordinato,Management / Responsabili / Supervisori,MO ,Not Hired
South Female,15-24,BS,Unknown,Ricerca e selezione,Progettisti / Design / Grafici,MI ,Not Hired
South Female,55-74,MO,Unknown,Ricerca e selezione,Operai Generici,TE ,Not Hired
South Female,55-74,RO,Unknown,Lavoro subordinato,Finanza / Contabilità,MN ,Not Hired
South Male,35-44,TO,Unknown,Lavoro subordinato,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
South Male,35-44,BG,Unknown,Ricerca e selezione,Operai Specializzati,PD ,Not Hired
South Male,15-24,BG,Unknown,Ricerca e selezione,Operai Generici,VR ,Not Hired
South Female,35-44,BG,Unknown,Ricerca e selezione,Operai Generici,LC ,Not Hired
South Female,25-34,RN,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,VI ,Not Hired
South Female,55-74,VR,Other,Ricerca e selezione,Magazzino / Logistica / Trasporti,FC ,Hired
South Male,25-34,VI,Vocational Certificate,Lavoro subordinato,Operai Generici,BS ,Hired
South Female,25-34,MB,Unknown,Lavoro subordinato,Progettisti / Design / Grafici,PD ,Not Hired
South Female,45-54,MI,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,VR ,Not Hired
South Male,45-54,PO,Unknown,Lavoro subordinato,Operai Specializzati,VR ,Not Hired
South Male,45-54,LO,Unknown,Lavoro subordinato,Operai Generici,BO ,Hired
South Female,35-44,TO,Other,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,VI ,Not Hired
South Female,35-44,BG,High School,Lavoro subordinato,Finanza / Contabilità,TO ,Not Hired
South Male,25-34,BI,Higher Technical Institute,Lavoro subordinato,Operai Generici,VR ,Not Hired
South Female,35-44,BS,Undergraduate,Ricerca e selezione,Finanza / Contabilità,BG ,Not Hired
South Female,25-34,BS,Unknown,Lavoro subordinato,Manutenzione / Riparazione,TO ,Not Hired
South Male,45-54,LT,Unknown,Ricerca e selezione,Operai Generici,BS ,Hired
South Female,35-44,TO,Unknown,Ricerca e selezione,Operai Generici,VI ,Not Hired
South Female,25-34,NO,Unknown,Lavoro subordinato,Bar / Catering / Personale Di Sala / Cuochi / Chef,VA ,Not Hired
South Male,15-24,BS,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,BS ,Not Hired
South Male,55-74,MI,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MI ,Not Hired
South Male,25-34,BG,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,VE ,Not Hired
South Male,45-54,MI,Unknown,Ricerca e selezione,Operai Generici,FI ,Not Hired
South Female,45-54,TV,Unknown,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,MI ,Hired
South Male,25-34,BG,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,BO ,Not Hired
South Female,25-34,BO,Other,Lavoro subordinato,Progettisti / Design / Grafici,MO ,Not Hired
South Male,25-34,BO,Other,Ricerca e selezione,Magazzino / Logistica / Trasporti,MI ,Not Hired
South Female,25-34,MI,Vocational Certificate,Lavoro subordinato,Manutenzione / Riparazione,MN ,Not Hired
North Female,45-54,BO,Unknown,Lavoro subordinato,Operai Specializzati,TO ,Not Hired
South Female,45-54,MO,Unknown,Ricerca e selezione,Commerciale / Vendita,CN ,Hired
South Male,45-54,LT,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,BG ,Hired
South Male,15-24,BG,High School,Lavoro subordinato,Magazzino / Logistica / Trasporti,BS ,Not Hired
South Male,25-34,MN,Unknown,Ricerca e selezione,Finanza / Contabilità,RM ,Not Hired
South Female,35-44,PI,Unknown,Lavoro subordinato,Segreteria / Servizi Generali,BG ,Hired
South Female,45-54,LO,High School,Lavoro subordinato,Operai Generici,BO ,Hired
South Female,15-24,TO,Unknown,Ricerca e selezione,Finanza / Contabilità,MI ,Hired
Central Male,35-44,MI,Unknown,Ricerca e selezione,Operai Generici,BS ,Hired
South Male,45-54,LC,Other,Ricerca e selezione,Operai Generici,UD ,Not Hired
South Female,45-54,LO,Other,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,VI ,Not Hired
South Male,25-34,VI,Unknown,Lavoro subordinato,Ingegneria / Ricerca e Sviluppo / Laboratorio,MI ,Hired
South Female,25-34,BG,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,VI ,Not Hired
South Female,25-34,BG,Unknown,Lavoro subordinato,Operai Specializzati,MO ,Not Hired
South Female,55-74,CO,Unknown,Ricerca e selezione,Operai Generici,VR ,Not Hired
Central Female,35-44,BS,Other,Lavoro subordinato,Operai Specializzati,TV ,Not Hired
Central Male,35-44,AN,Other,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,MI ,Not Hired
South Female,55-74,BO,Vocational Certificate,Lavoro subordinato,Operai Generici,VR ,Not Hired
South Female,55-74,PD,Unknown,Ricerca e selezione,Operai Specializzati,BG ,Hired
Central Male,35-44,RM,Unknown,Ricerca e selezione,Ingegneria Impiantistica,MI ,Hired
South Male,25-34,BO,High School,Lavoro subordinato,Manutenzione / Riparazione,PV ,Not Hired
South Male,45-54,MI,Unknown,Ricerca e selezione,Manutenzione / Riparazione,TO ,Not Hired
South Female,35-44,TV,Other,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,BS ,Hired
South Male,55-74,BG,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Not Hired
South Male,25-34,MI,Unknown,Ricerca e selezione,Operai Specializzati,VE ,Not Hired
South Female,15-24,CR,Other,Ricerca e selezione,Operai Generici,BG ,Hired
South Female,25-34,VR,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,MI ,Hired
South Female,35-44,VI,Unknown,Lavoro subordinato,Operai Generici,BG ,Hired
South Female,45-54,TO,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,PD ,Not Hired
South Male,45-54,AO,Unknown,Ricerca e selezione,Operai Generici,MI ,Not Hired
South Female,15-24,BO,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,TO ,Not Hired
South Female,25-34,MO,High School,Lavoro subordinato,Operai Specializzati,VI ,Not Hired
South Female,15-24,RM,Unknown,Lavoro subordinato,Operai Generici,MI ,Hired
South Female,25-34,BG,Unknown,Lavoro subordinato,Operai Specializzati,BI ,Not Hired
South Male,25-34,TV,Unknown,Lavoro subordinato,Operai Generici,MI ,Hired
South Male,25-34,PN,Unknown,Ricerca e selezione,Operai Generici,BS ,Hired
South Male,45-54,TO,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,BO ,Hired
South Male,15-24,VR,Unknown,Ricerca e selezione,Operai Specializzati,BS ,Hired
South Female,25-34,BO,Unknown,Lavoro subordinato,Impiegati,MN ,Not Hired
South Female,45-54,PD,Unknown,Lavoro subordinato,Operai Generici,BS ,Hired
South Female,25-34,UD,Unknown,Lavoro subordinato,Progettisti / Design / Grafici,MO ,Hired
South Male,45-54,CO,Other,Lavoro subordinato,Operai Specializzati,MI ,Not Hired
South Female,45-54,VI,Other,Lavoro subordinato,Manutenzione / Riparazione,RO ,Not Hired
South Female,25-34,BG,Unknown,Ricerca e selezione,Operai Specializzati,BG ,Not Hired
South Female,35-44,BS,Unknown,Lavoro subordinato,Operai Generici,TO ,Not Hired
South Female,25-34,CN,Other,Lavoro subordinato,Operai Generici,VA ,Not Hired
South Male,55-74,CN,Other,Ricerca e selezione,Operai Specializzati,BG ,Not Hired
South Female,25-34,BG,Unknown,Ricerca e selezione,Operai Generici,TV ,Not Hired
South Female,45-54,MO,Other,Ricerca e selezione,Magazzino / Logistica / Trasporti,MI ,Not Hired
South Female,15-24,MI,Unknown,Lavoro subordinato,Manutenzione / Riparazione,MI ,Not Hired
South Female,35-44,BS,Unknown,Lavoro subordinato,Operai Specializzati,TO ,Not Hired
South Female,45-54,MB,Higher Technical Institute,Ricerca e selezione,Manutenzione / Riparazione,MO ,Not Hired
South Male,25-34,BS,Other,Lavoro subordinato,Operai Generici,PI ,Not Hired
South Male,25-34,BO,Unknown,Lavoro subordinato,Impiegati,MO ,Not Hired
South Male,45-54,TO,Unknown,Ricerca e selezione,Progettisti / Design / Grafici,BG ,Hired
South Female,25-34,BS,Higher Technical Institute,Ricerca e selezione,Magazzino / Logistica / Trasporti,MO ,Not Hired
South Female,15-24,VR,Unknown,Lavoro subordinato,Operai Specializzati,RE ,Not Hired
South Female,25-34,CO,High School,Ricerca e selezione,Finanza / Contabilità,MI ,Not Hired
South Female,55-74,PO,Unknown,Lavoro subordinato,Segreteria / Servizi Generali,UD ,Not Hired
South Male,25-34,BG,Unknown,Ricerca e selezione,Operai Generici,RE ,Not Hired
South Male,35-44,BS,Unknown,Ricerca e selezione,Finanza / Contabilità,VI ,Not Hired
South Male,25-34,MI,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,UD ,Not Hired
South Female,35-44,MB,Other,Lavoro subordinato,Operai Generici,BO ,Hired
South Male,15-24,MB,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MI ,Not Hired
South Female,35-44,BG,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,MB ,Not Hired
North Male,45-54,MI,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Not Hired
South Male,25-34,RM,Unknown,Lavoro subordinato,Impiegati,BO ,Hired
South Female,15-24,PO,Unknown,Lavoro subordinato,Operai Generici,UD ,Not Hired
Central Male,35-44,RM,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,FI ,Hired
South Female,35-44,VA,Unknown,Lavoro subordinato,Segreteria / Servizi Generali,MI ,Hired
South Male,35-44,BO,Other,Lavoro subordinato,Manutenzione / Riparazione,BG ,Not Hired
South Male,35-44,CH,Unknown,Lavoro subordinato,Operai Specializzati,LC ,Not Hired
South Female,25-34,VI,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,BG ,Hired
South Female,35-44,PV,Other,Lavoro subordinato,Ingegneria Impiantistica,UD ,Not Hired
South Female,25-34,BS,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,BS ,Not Hired
South Female,15-24,BG,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,TO ,Not Hired
South Female,25-34,VR,Unknown,Lavoro subordinato,Operai Generici,TN ,Not Hired
South Male,45-54,CN,Unknown,Ricerca e selezione,Progettisti / Design / Grafici,MI ,Not Hired
South Female,25-34,MI,Unknown,Lavoro subordinato,Bar / Catering / Personale Di Sala / Cuochi / Chef,LO ,Not Hired
South Female,25-34,RM,Unknown,Ricerca e selezione,Operai Specializzati,UD ,Not Hired
South Female,55-74,BS,Unknown,Lavoro subordinato,Management / Responsabili / Supervisori,BG ,Not Hired
Central Male,55-74,VI,Unknown,Lavoro subordinato,Operai Generici,TN ,Not Hired
South Female,55-74,MI,Unknown,Lavoro subordinato,Operai Generici,MN ,Not Hired
South Female,25-34,RM,Unknown,Lavoro subordinato,Operai Generici,MI ,Hired
South Female,25-34,BG,Unknown,Lavoro subordinato,Operai Specializzati,BO ,Not Hired
South Male,35-44,MI,Unknown,Lavoro subordinato,Operai Generici,MI ,Not Hired
Central Male,25-34,LO,Unknown,Lavoro subordinato,Manutenzione / Riparazione,PR ,Not Hired
South Male,55-74,MO,Other,Lavoro subordinato,Ingegneria Impiantistica,BS ,Hired
Central Male,35-44,VR,Unknown,Ricerca e selezione,Operai Generici,BG ,Hired
South Male,35-44,BG,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Not Hired
South Male,55-74,RM,Unknown,Ricerca e selezione,Operai Specializzati,VE ,Not Hired
South Female,25-34,RM,Unknown,Lavoro subordinato,Operai Specializzati,MI ,Hired
South Male,35-44,VR,Unknown,Ricerca e selezione,Commerciale / Vendita,PR ,Not Hired
South Male,25-34,BO,Unknown,Lavoro subordinato,Operai Specializzati,BG ,Not Hired
South Male,25-34,MI,Unknown,Ricerca e selezione,Finanza / Contabilità,TO ,Not Hired
South Male,35-44,BS,Unknown,Lavoro subordinato,Operai Specializzati,BG ,Not Hired
South Male,45-54,MB,Unknown,Ricerca e selezione,Operai Specializzati,UD ,Not Hired
South Female,25-34,BG,Unknown,Lavoro subordinato,Operai Generici,MI ,Not Hired
South Male,25-34,BO,Graduate,Ricerca e selezione,Impiegati,MB ,Not Hired
South Female,25-34,TN,Unknown,Ricerca e selezione,Operai Generici,MN ,Hired
South Male,25-34,TV,Vocational Certificate,Ricerca e selezione,Operai Specializzati,BG ,Hired
South Male,35-44,BS,Unknown,Ricerca e selezione,Finanza / Contabilità,LO ,Not Hired
South Male,35-44,MI,Unknown,Ricerca e selezione,Operai Specializzati,TV ,Not Hired
South Female,35-44,MB,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,BO ,Hired
Central Female,15-24,RM,Unknown,Ricerca e selezione,Assistenziale / Paramedico / Tecnico,BO ,Hired
South Female,35-44,MN,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,MO ,Not Hired
South Female,25-34,RM,Unknown,Lavoro subordinato,Operai Generici,MO ,Hired
South Female,35-44,PD,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,BS ,Hired
South Female,25-34,MI,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,BO ,Hired
South Male,55-74,PO,Unknown,Lavoro subordinato,Operai Generici,BG ,Hired
Central Female,45-54,BS,Other,Lavoro subordinato,Finanza / Contabilità,UD ,Not Hired
South Male,55-74,UD,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MN ,Hired
South Male,25-34,VI,Other,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,MO ,Hired
South Male,15-24,MI,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,VR ,Not Hired
South Female,25-34,MI,Unknown,Lavoro subordinato,Operai Generici,TN ,Not Hired
Central Female,45-54,MO,Other,Lavoro subordinato,Operai Generici,BS ,Hired
South Male,45-54,FR,Unknown,Lavoro subordinato,Operai Generici,BG ,Hired
South Male,25-34,TO,Other,Lavoro subordinato,Operai Generici,BG ,Hired
Central Male,25-34,BS,Unknown,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,MI ,Not Hired
South Female,55-74,UD,Other,Ricerca e selezione,Commerciale / Vendita,TN ,Not Hired
South Female,25-34,PN,Unknown,Lavoro subordinato,Operai Generici,BS ,Hired
South Male,55-74,CN,Other,Lavoro subordinato,Finanza / Contabilità,MI ,Not Hired
South Female,35-44,BS,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MI ,Not Hired
South Female,15-24,PR,Unknown,Lavoro subordinato,Operai Generici,LO ,Hired
South Male,55-74,VC,Other,Lavoro subordinato,Manutenzione / Riparazione,BO ,Hired
South Female,15-24,BS,Unknown,Lavoro subordinato,Operai Generici,PD ,Not Hired
South Female,45-54,TN,Unknown,Lavoro subordinato,Operai Generici,VI ,Not Hired
South Female,45-54,BS,Other,Lavoro subordinato,Operai Generici,MI ,Not Hired
South Female,25-34,MI,Unknown,Lavoro subordinato,Operai Specializzati,BS ,Hired
South Female,55-74,MI,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,BG ,Hired
South Female,55-74,BO,Unknown,Ricerca e selezione,Operai Specializzati,MI ,Not Hired
South Female,15-24,MO,Unknown,Ricerca e selezione,Commerciale / Vendita,LC ,Not Hired
South Male,45-54,NO,Other,Ricerca e selezione,Operai Generici,MO ,Not Hired
South Female,15-24,SU,Unknown,Lavoro subordinato,Operai Generici,RM ,Not Hired
South Female,35-44,TN,Other,Lavoro subordinato,Operai Generici,TV ,Not Hired
South Female,35-44,TN,Unknown,Lavoro subordinato,Operai Generici,MI ,Hired
South Male,35-44,BG,Other,Lavoro subordinato,Operai Specializzati,RE ,Not Hired
South Female,25-34,MI,High School,Lavoro subordinato,Operai Generici,UD ,Not Hired
South Male,25-34,PD,Other,Lavoro subordinato,Operai Generici,BS ,Hired
South Female,35-44,MI,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,BG ,Hired
South Male,45-54,VA,Unknown,Ricerca e selezione,Operai Generici,BS ,Hired
South Female,55-74,TV,Unknown,Ricerca e selezione,Operai Specializzati,BG ,Hired
South Male,25-34,BG,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,PI ,Not Hired
South Male,25-34,RM,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,VR ,Not Hired
South Female,35-44,UD,Unknown,Lavoro subordinato,Operai Specializzati,BS ,Hired
South Male,45-54,VI,Other,Ricerca e selezione,Operai Generici,BO ,Hired
Central Female,35-44,MN,Unknown,Lavoro subordinato,Operai Generici,BG ,Hired
South Male,55-74,TO,Unknown,Lavoro subordinato,Management / Responsabili / Supervisori,VR ,Not Hired
South Male,25-34,MI,Unknown,Lavoro subordinato,Operai Specializzati,BS ,Hired
South Female,45-54,TV,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Hired
South Female,25-34,VI,Unknown,Lavoro subordinato,Operai Generici,BO ,Hired
South Male,35-44,UD,Unknown,Ricerca e selezione,Finanza / Contabilità,MO ,Not Hired
South Male,45-54,BS,High School,Lavoro subordinato,Operai Specializzati,MI ,Not Hired
South Female,45-54,VE,Other,Lavoro subordinato,Operai Generici,RM ,Not Hired
South Male,35-44,RM,Unknown,Lavoro subordinato,Operai Generici,PC ,Not Hired
Central Female,35-44,MI,Undergraduate,Lavoro subordinato,Operai Generici,VR ,Not Hired
South Female,25-34,VA,Vocational Certificate,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,UD ,Not Hired
South Female,25-34,MI,Unknown,Lavoro subordinato,Operai Generici,MI ,Not Hired
South Female,35-44,PR,Undergraduate,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,BO ,Hired
South Female,55-74,BO,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,AQ ,Not Hired
South Female,55-74,TO,Unknown,Ricerca e selezione,Operai Specializzati,BO ,Hired
South Female,35-44,TV,Unknown,Lavoro subordinato,Operai Generici,RM ,Not Hired
South Female,35-44,PE,Higher Technical Institute,Ricerca e selezione,Operai Specializzati,RE ,Not Hired
South Female,35-44,TV,Unknown,Ricerca e selezione,Finanza / Contabilità,BG ,Hired
South Female,45-54,PR,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,BO ,Hired
South Female,25-34,TO,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MO ,Hired
South Female,25-34,BS,Unknown,Lavoro subordinato,Progettisti / Design / Grafici,MN ,Not Hired
South Male,25-34,MI,Unknown,Ricerca e selezione,Operai Generici,UD ,Not Hired
South Female,55-74,CR,Unknown,Ricerca e selezione,Finanza / Contabilità,BO ,Not Hired
South Female,25-34,CH,Unknown,Lavoro subordinato,Finanza / Contabilità,CO ,Not Hired
Central Male,25-34,BS,Unknown,Lavoro subordinato,Finanza / Contabilità,BO ,Not Hired
South Female,25-34,BO,Unknown,Lavoro subordinato,Operai Specializzati,MI ,Not Hired
South Female,15-24,RM,Unknown,Lavoro subordinato,Operai Specializzati,VR ,Not Hired
South Female,25-34,PD,Unknown,Ricerca e selezione,Manutenzione / Riparazione,CR ,Hired
South Male,25-34,BG,Other,Ricerca e selezione,Operai Specializzati,MB ,Not Hired
South Male,45-54,MI,Other,Lavoro subordinato,Operai Generici,MI ,Not Hired
South Male,55-74,MI,Other,Lavoro subordinato,Operai Generici,BG ,Hired
South Female,35-44,BS,Graduate,Ricerca e selezione,Operai Specializzati,MI ,Not Hired
South Male,15-24,RE,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,RM ,Not Hired
South Female,25-34,BS,Other,Lavoro subordinato,Operai Generici,BG ,Not Hired
South Female,25-34,BG,Unknown,Ricerca e selezione,Operai Generici,MI ,Not Hired
South Female,45-54,BS,Unknown,Ricerca e selezione,Operai Generici,MI ,Not Hired
South Female,35-44,PN,Other,Ricerca e selezione,Operai Generici,VE ,Not Hired
South Male,45-54,MB,Higher Technical Institute,Ricerca e selezione,Operai Generici,UD ,Not Hired
South Male,25-34,BO,Unknown,Lavoro subordinato,Commerciale / Vendita,RM ,Not Hired
South Female,45-54,BG,Unknown,Lavoro subordinato,Finanza / Contabilità,VI ,Not Hired
South Female,25-34,VA,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MB ,Hired
South Male,45-54,VA,Other,Lavoro subordinato,Operai Generici,BS ,Hired
South Female,35-44,PR,Unknown,Ricerca e selezione,Operai Generici,MI ,Not Hired
Central Female,25-34,BO,Unknown,Lavoro subordinato,Operai Generici,MI ,Not Hired
South Male,15-24,LO,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,BS ,Hired
Central Female,25-34,BG,Other,Lavoro subordinato,Operai Generici,TV ,Not Hired
South Male,25-34,MI,Unknown,Lavoro subordinato,Progettisti / Design / Grafici,TN ,Not Hired
South Male,35-44,PD,Unknown,Lavoro subordinato,Operai Specializzati,MI ,Not Hired
South Female,25-34,BO,Unknown,Lavoro subordinato,Operai Generici,VI ,Not Hired
South Female,45-54,MI,Unknown,Lavoro subordinato,Operai Generici,BO ,Hired
South Female,45-54,VI,Unknown,Lavoro subordinato,Commerciale / Vendita,MI ,Hired
South Female,35-44,BO,Unknown,Lavoro subordinato,Operai Generici,BS ,Not Hired
South Male,45-54,VC,Unknown,Lavoro subordinato,Operai Generici,BS ,Hired
Central Male,25-34,BG,Unknown,Ricerca e selezione,Operai Generici,BG ,Not Hired
South Male,25-34,FR,Unknown,Lavoro subordinato,Personale Aeroportuale,PR ,Not Hired
South Female,25-34,BS,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,MB ,Not Hired
South Female,25-34,VI,Unknown,Lavoro subordinato,Impiegati,TV ,Not Hired
South Female,35-44,LU,Unknown,Lavoro subordinato,Operai Specializzati,MI ,Not Hired
South Female,25-34,PR,Unknown,Ricerca e selezione,Management / Responsabili / Supervisori,BS ,Hired
South Female,35-44,BS,Other,Lavoro subordinato,Operai Specializzati,TN ,Not Hired
South Female,15-24,PD,Unknown,Lavoro subordinato,Finanza / Contabilità,TN ,Not Hired
South Female,25-34,TV,Higher Technical Institute,Lavoro subordinato,Operai Generici,CH ,Hired
Central Male,35-44,BO,Unknown,Lavoro subordinato,Operai Generici,MI ,Not Hired
South Male,25-34,BG,Other,Lavoro subordinato,Operai Generici,VI ,Not Hired
Central Male,35-44,VI,Other,Ricerca e selezione,Manutenzione / Riparazione,BG ,Hired
South Female,15-24,BS,Unknown,Ricerca e selezione,Operai Specializzati,CN ,Not Hired
South Female,45-54,VR,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,VI ,Not Hired
South Female,25-34,TO,Unknown,Lavoro subordinato,Operai Specializzati,BS ,Hired
South Female,15-24,BO,Unknown,Lavoro subordinato,Finanza / Contabilità,PC ,Not Hired
Central Female,35-44,MI,Unknown,Lavoro subordinato,Operai Generici,MI ,Not Hired
South Female,25-34,TO,Other,Lavoro subordinato,Operai Specializzati,FI ,Hired
South Female,55-74,TO,Unknown,Ricerca e selezione,Operai Generici,PI ,Not Hired
South Male,25-34,PO,Unknown,Lavoro subordinato,Operai Specializzati,AN ,Hired
South Female,25-34,PD,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,BG ,Hired
South Female,55-74,MI,Unknown,Lavoro subordinato,Operai Generici,MB ,Not Hired
South Male,35-44,PV,Unknown,Lavoro subordinato,Operai Generici,MO ,Not Hired
South Male,25-34,PD,Vocational Certificate,Lavoro subordinato,Magazzino / Logistica / Trasporti,BG ,Hired
South Female,55-74,BG,Unknown,Ricerca e selezione,Operai Generici,MI ,Not Hired
South Female,45-54,BO,Unknown,Lavoro subordinato,Commerciale / Vendita,VI ,Not Hired
South Female,25-34,BS,Higher Technical Institute,Ricerca e selezione,Operai Generici,BO ,Not Hired
South Male,35-44,BG,Unknown,Lavoro subordinato,Operai Generici,UD ,Not Hired
Central Male,25-34,VR,Unknown,Ricerca e selezione,Finanza / Contabilità,MI ,Hired
South Female,45-54,FR,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,MI ,Not Hired
South Male,15-24,NO,Unknown,Lavoro subordinato,Operai Generici,MO ,Not Hired
South Male,35-44,AO,Unknown,Lavoro subordinato,Operai Specializzati,MI ,Not Hired
South Female,55-74,PR,Unknown,Ricerca e selezione,Operai Generici,BG ,Hired
South Male,45-54,MO,Unknown,Lavoro subordinato,Operai Specializzati,LO ,Not Hired
South Male,25-34,CN,Unknown,Lavoro subordinato,Finanza / Contabilità,BG ,Hired
South Male,35-44,PC,Unknown,Lavoro subordinato,Bar / Catering / Personale Di Sala / Cuochi / Chef,PR ,Not Hired
South Female,25-34,TO,Unknown,Lavoro subordinato,Operai Generici,BS ,Hired
South Male,35-44,RN,Unknown,Ricerca e selezione,Operai Generici,CO ,Hired
South Male,35-44,PC,Unknown,Lavoro subordinato,Operai Generici,CN ,Hired
South Male,25-34,VI,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,VI ,Not Hired
South Female,55-74,MO,Unknown,Lavoro subordinato,Operai Specializzati,BG ,Hired
South Female,45-54,MI,High School,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,MO ,Not Hired
South Female,25-34,CN,Unknown,Ricerca e selezione,Manutenzione / Riparazione,BG ,Not Hired
South Female,45-54,UD,Unknown,Lavoro subordinato,Operai Generici,MI ,Hired
South Male,15-24,BS,Higher Technical Institute,Lavoro subordinato,Operai Generici,CN ,Not Hired
South Female,45-54,BG,Unknown,Lavoro subordinato,Operai Generici,BS ,Not Hired
South Female,45-54,TO,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,VR ,Not Hired
South Male,25-34,MI,Unknown,Lavoro subordinato,Operai Generici,MI ,Not Hired
South Female,25-34,MI,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,BG ,Hired
South Female,25-34,BS,Unknown,Lavoro subordinato,Operai Generici,BG ,Not Hired
South Male,25-34,LT,Unknown,Lavoro subordinato,Operai Generici,MB ,Not Hired
South Female,45-54,AL,High School,Ricerca e selezione,Operai Specializzati,VE ,Not Hired
South Male,45-54,MI,Unknown,Lavoro subordinato,Operai Generici,TO ,Not Hired
Central Female,25-34,BS,Unknown,Lavoro subordinato,Management / Responsabili / Supervisori,MI ,Not Hired
South Male,45-54,PC,Unknown,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,RO ,Not Hired
South Female,45-54,MI,Unknown,Ricerca e selezione,Finanza / Contabilità,BG ,Hired
South Male,55-74,CN,Other,Lavoro subordinato,Operai Generici,MI ,Not Hired
South Female,45-54,MI,Other,Ricerca e selezione,Ingegneria / Ricerca e Sviluppo / Laboratorio,VI ,Not Hired
South Female,25-34,VC,Unknown,Lavoro subordinato,Scientifico / Farmaceutico,BS ,Hired
